LAMMPS (15 Sep 2022)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:98)
  using 1 OpenMP thread(s) per MPI task
# 2d WCA system, random initial configuration

#variable density equal 0.5
variable initial_temperature equal 3.0
variable final_temperature equal 0.1
variable dt equal 0.01
variable tau equal 100*${dt}
variable tau equal 100*0.01
variable thermo_time equal 50000*${dt}
variable thermo_time equal 50000*0.01
variable equil_steps equal 50000
variable run_steps equal 100000

units           lj
atom_style      atomic
dimension       2

lattice         sq ${density}
lattice         sq 0.5
Lattice spacing in x,y,z = 1.4142136 1.4142136 1.4142136
region          box block 0 20 0 20 -0.5 0.5
# number of atom types
create_box      1 box
Created orthogonal box = (0 0 -0.70710678) to (28.284271 28.284271 0.70710678)
  1 by 1 by 1 MPI processor grid
create_atoms    1 box
Created 400 atoms
  using lattice units in orthogonal box = (0 0 -0.70710678) to (28.284271 28.284271 0.70710678)
  create_atoms CPU = 0.000 seconds
mass 1 1.0

velocity all create ${initial_temperature} 12345
velocity all create 3 12345

pair_style      lj/cut 1.0
#type_1 type_2 epsilon sigma cutoff
pair_coeff      1 1 10.0 0.89089871814 1.0
pair_modify shift yes

timestep ${dt}
timestep 0.01
thermo ${thermo_time}
thermo 500

fix 1 all nvt temp ${initial_temperature} ${initial_temperature} ${tau}
fix 1 all nvt temp 3 ${initial_temperature} ${tau}
fix 1 all nvt temp 3 3 ${tau}
fix 1 all nvt temp 3 3 1
run ${equil_steps}
run 50000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 1.3
  ghost atom cutoff = 1.3
  binsize = 0.65, bins = 44 44 3
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/2d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 3.059 | 3.059 | 3.059 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
     17000   3.0959155      0.14276601     0              3.2309417      3.1178002    
     17500   3.0342551      0.28077013     0              3.3074396      3.9731763    
     18000   3.0543185      0.14905392     0              3.1957366      3.0999473    
     18500   2.9078802      0.15357688     0              3.0541874      3.1221708    
     19000   2.8859166      0.18280774     0              3.0615095      3.228022     
     19500   3.1680775      0.2398627      0              3.40002        3.7905475    
     20000   3.3624522      0.22198126     0              3.5760273      3.8203383    
     20500   3.1206627      0.19866704     0              3.3115281      3.4082292    
     21000   2.9986304      0.20730678     0              3.1984406      3.5756866    
     21500   3.0163309      0.23626945     0              3.2450595      3.8634975    
     22000   3.0224068      0.18824208     0              3.2030928      3.5039782    
     22500   2.9988087      0.1690614      0              3.1603731      3.2975364    
     23000   2.8896968      0.22493943     0              3.107412       3.5902767    
     23500   2.9202059      0.29344485     0              3.2063502      4.053402     
     24000   2.9902137      0.14524076     0              3.1279789      2.910067     
     24500   2.7985315      0.27319578     0              3.0647309      3.8526333    
     25000   3.1863633      0.12517636     0              3.3035737      2.9271279    
     25500   3.1136762      0.19514855     0              3.3010406      3.5304108    
     26000   3.1380973      0.14632185     0              3.2765739      3.2476133    
     26500   3.1744868      0.20083106     0              3.3673817      3.5259968    
     27000   3.1682345      0.23221434     0              3.3925282      3.8926011    
     27500   3.0932024      0.22274363     0              3.3082131      3.5954348    
     28000   2.759403       0.31866309     0              3.0711675      4.1174539    
     28500   2.8446395      0.24405102     0              3.0815789      3.7702084    
     29000   2.9659473      0.17401037     0              3.1325428      3.1715734    
     29500   3.0368506      0.12772383     0              3.1569823      2.8078066    
     30000   3.0463289      0.17759059     0              3.2163036      3.5299759    
     30500   3.0145173      0.19505363     0              3.2020346      3.3430584    
     31000   2.9602996      0.17689089     0              3.1297897      3.4142653    
     31500   2.805422       0.16512292     0              2.9635313      3.1300318    
     32000   2.9416803      0.17483849     0              3.1091646      3.2356588    
     32500   3.0058227      0.20788461     0              3.2061927      3.6262193    
     33000   3.05845        0.21237148     0              3.2631754      3.576901     
     33500   3.07084        0.19631689     0              3.2594798      3.5022283    
     34000   3.003152       0.36196429     0              3.3576084      4.5798308    
     34500   3.1545288      0.18887017     0              3.3355126      3.5551535    
     35000   3.0913743      0.1461876      0              3.2298335      3.1855076    
     35500   2.9987842      0.18805603     0              3.1793433      3.3362039    
     36000   2.8541556      0.19516215     0              3.0421824      3.362676     
     36500   3.0183927      0.13802302     0              3.1488697      3.0257892    
     37000   2.8800312      0.19681086     0              3.0696419      3.3894222    
     37500   2.8344363      0.12982752     0              2.9571777      2.7591198    
     38000   2.7742866      0.22677877     0              2.9941297      3.5540562    
     38500   2.8956869      0.14011583     0              3.0285635      2.988082     
     39000   2.9638193      0.14201427     0              3.098424       2.8933844    
     39500   3.0032588      0.23253889     0              3.2282895      3.6577997    
     40000   3.0140163      0.19155554     0              3.1980368      3.3861469    
     40500   3.1403246      0.21022243     0              3.3426962      3.618126     
     41000   3.0049863      0.24489285     0              3.2423667      3.8211234    
     41500   3.1568645      0.18625373     0              3.3352261      3.4247449    
     42000   3.2392242      0.18269241     0              3.4138185      3.4694825    
     42500   3.1891301      0.22237633     0              3.4035336      3.6330325    
     43000   2.9101142      0.28218128     0              3.1850202      3.9730225    
     43500   3.0459687      0.16830143     0              3.2066552      3.2254057    
     44000   2.9347068      0.19886705     0              3.1262371      3.4822348    
     44500   2.9416154      0.21187228     0              3.1461336      3.5361981    
     45000   2.8230941      0.17895317     0              2.9949896      3.3686827    
     45500   2.9983462      0.180021       0              3.1708713      3.4096044    
     46000   2.9308027      0.20018746     0              3.1236631      3.3845342    
     46500   2.9712081      0.23115244     0              3.1949325      3.6671785    
     47000   3.1575153      0.24884479     0              3.3984663      3.9517699    
     47500   3.1737422      0.27375741     0              3.4395653      4.0247621    
     48000   3.0445189      0.16744816     0              3.2043558      3.1577242    
     48500   2.9155567      0.20766651     0              3.1159343      3.5871184    
     49000   2.7981041      0.21555655     0              3.0066654      3.4249258    
     49500   2.7764642      0.21979242     0              2.9893154      3.5619764    
     50000   2.9194784      0.14031734     0              3.052497       2.9171861    
Loop time of 1.35392 on 1 procs for 50000 steps with 400 atoms

Performance: 31907319.471 tau/day, 36929.768 timesteps/s, 14.772 Matom-step/s
99.5% CPU use with 1 MPI tasks x 1 OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 0.28494    | 0.28494    | 0.28494    |   0.0 | 21.05
Neigh   | 0.62125    | 0.62125    | 0.62125    |   0.0 | 45.89
Comm    | 0.080062   | 0.080062   | 0.080062   |   0.0 |  5.91
Output  | 0.0047447  | 0.0047447  | 0.0047447  |   0.0 |  0.35
Modify  | 0.26432    | 0.26432    | 0.26432    |   0.0 | 19.52
Other   |            | 0.09861    |            |       |  7.28

Nlocal:            400 ave         400 max         400 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Nghost:             75 ave          75 max          75 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Neighs:            370 ave         370 max         370 min
Histogram: 1 0 0 0 0 0 0 0 0 0

Total # of neighbors = 370
Ave neighs/atom = 0.925
Neighbor list builds = 16894
Dangerous builds = 0

unfix 1
dump           1 all atom ${run_steps} 2dWCA_T${final_temperature}_d${density}_N${run_steps}.lammpstrj
dump           1 all atom 100000 2dWCA_T${final_temperature}_d${density}_N${run_steps}.lammpstrj
dump           1 all atom 100000 2dWCA_T0.1_d${density}_N${run_steps}.lammpstrj
dump           1 all atom 100000 2dWCA_T0.1_d0.5_N${run_steps}.lammpstrj
dump           1 all atom 100000 2dWCA_T0.1_d0.5_N100000.lammpstrj
dump           2 all dcd ${thermo_time} 2dWCA_T${final_temperature}_d${density}_N${run_steps}.dcd
dump           2 all dcd 500 2dWCA_T${final_temperature}_d${density}_N${run_steps}.dcd
dump           2 all dcd 500 2dWCA_T0.1_d${density}_N${run_steps}.dcd
dump           2 all dcd 500 2dWCA_T0.1_d0.5_N${run_steps}.dcd
dump           2 all dcd 500 2dWCA_T0.1_d0.5_N100000.dcd
fix 1 all nvt temp ${initial_temperature} ${final_temperature} ${tau}
fix 1 all nvt temp 3 ${final_temperature} ${tau}
fix 1 all nvt temp 3 0.1 ${tau}
fix 1 all nvt temp 3 0.1 1

run ${run_steps}
run 100000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Per MPI rank memory allocation (min/avg/max) = 3.086 | 3.086 | 3.086 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
     50000   2.9194784      0.14031734     0              3.052497       2.9171861    
     50500   2.8951065      0.23102566     0              3.1188944      3.7075223    
     51000   3.0208303      0.19877168     0              3.2120499      3.4420916    
     51500   3.0760418      0.29096275     0              3.3593144      4.1102159    
     52000   3.0845568      0.16233484     0              3.2391803      3.1225087    
     52500   3.3361624      0.20258797     0              3.53041        3.6517076    
     53000   3.061155       0.19965882     0              3.2531609      3.5529146    
     53500   2.7987561      0.2750791      0              3.0668383      3.9444019    
     54000   2.8518523      0.20518009     0              3.0499027      3.4778559    
     54500   2.7323014      0.24443326     0              2.9699039      3.8217181    
     55000   2.5628468      0.16090241     0              2.7173421      3.039111     
     55500   2.7199959      0.1870373      0              2.9002332      3.2013817    
     56000   2.7536306      0.2587044      0              3.0054509      3.6080938    
     56500   2.8273968      0.18554388     0              3.0058722      3.1021803    
     57000   3.1164342      0.12956915     0              3.2382122      3.072875     
     57500   3.014611       0.1873461      0              3.1944206      3.2935258    
     58000   2.9093371      0.23434482     0              3.1364086      3.6507332    
     58500   2.823358       0.18836901     0              3.0046686      3.3933562    
     59000   2.8615592      0.20457419     0              3.0589795      3.3982159    
     59500   2.9151751      0.17835888     0              3.0862461      3.2626182    
     60000   2.9950013      0.17398591     0              3.1614997      3.1631997    
     60500   2.584435       0.14432731     0              2.7223012      2.9508848    
     61000   2.569545       0.19201467     0              2.7551358      3.3214244    
     61500   2.5722418      0.17016721     0              2.7359784      3.0656057    
     62000   2.6710731      0.13137745     0              2.7957728      2.7983313    
     62500   2.4426589      0.13689075     0              2.573443       2.7263838    
     63000   2.3272532      0.13587245     0              2.4573075      2.7447323    
     63500   2.4520917      0.20364612     0              2.6496076      3.2700716    
     64000   2.6207184      0.13303303     0              2.7471996      2.8015788    
     64500   2.5398916      0.14122493     0              2.6747668      2.8588534    
     65000   2.8516236      0.14873642     0              2.993231       3.0154744    
     65500   2.740037       0.16389467     0              2.8970816      3.0620981    
     66000   2.6237029      0.13166017     0              2.7488039      2.8151963    
     66500   2.5959596      0.16700801     0              2.7564777      2.8906775    
     67000   2.5618427      0.14498294     0              2.7004211      2.7796884    
     67500   2.3781939      0.17128055     0              2.5435289      2.9045244    
     68000   2.2225715      0.15915778     0              2.3761729      2.8460825    
     68500   2.2364713      0.16227228     0              2.3931524      2.7483385    
     69000   2.3504136      0.18615387     0              2.5306914      2.9943233    
     69500   2.3899358      0.13961184     0              2.5235728      2.7150216    
     70000   2.4479858      0.13648821     0              2.5783541      2.7750669    
     70500   2.410783       0.18072571     0              2.5854817      2.9179346    
     71000   2.5080347      0.14555544     0              2.6473201      2.8743097    
     71500   2.6481512      0.20473809     0              2.8462689      3.3734179    
     72000   2.618183       0.16871332     0              2.7803509      3.0656594    
     72500   2.3642522      0.14808064     0              2.5064222      2.7200235    
     73000   2.3334711      0.12998742     0              2.4576248      2.7295755    
     73500   2.2258428      0.17105757     0              2.3913358      2.9816032    
     74000   2.271482       0.15837041     0              2.4241737      2.754193     
     74500   2.2238765      0.08448829     0              2.302805       2.094718     
     75000   2.0444035      0.17262772     0              2.2119202      2.8311969    
     75500   2.0954796      0.18523162     0              2.2754726      2.8101705    
     76000   2.2443738      0.18797051     0              2.4267333      3.0138534    
     76500   2.3865771      0.11999845     0              2.5006091      2.5883446    
     77000   2.3887472      0.18871677     0              2.5714921      3.2628698    
     77500   2.2477063      0.18487725     0              2.4269643      2.8649231    
     78000   2.1247505      0.14634422     0              2.2657828      2.7254843    
     78500   1.9974592      0.2241562      0              2.2166218      3.0926877    
     79000   2.1468988      0.11172468     0              2.2532562      2.3590495    
     79500   2.049561       0.13461949     0              2.1790566      2.4936298    
     80000   2.1779679      0.12506867     0              2.2975916      2.5082958    
     80500   2.1965146      0.13223678     0              2.3232601      2.6428767    
     81000   2.2351988      0.086431818    0              2.3160426      2.2223699    
     81500   2.2508805      0.10843936     0              2.3536926      2.4155348    
     82000   2.0466399      0.15363219     0              2.1951555      2.6664875    
     82500   1.9881679      0.076571209    0              2.0597687      1.9628386    
     83000   1.9658099      0.13436786     0              2.0952633      2.4384621    
     83500   2.0589184      0.069663567    0              2.1234347      1.8990075    
     84000   2.0253526      0.1127537      0              2.1330429      2.308637     
     84500   2.0491557      0.11616064     0              2.1601934      2.3077215    
     85000   2.2287859      0.15514701     0              2.378361       2.7164744    
     85500   2.0896676      0.19798098     0              2.2824244      2.9293755    
     86000   1.9925905      0.16034833     0              2.1479574      2.6594267    
     86500   2.0227635      0.11407201     0              2.1317786      2.2927862    
     87000   1.9057712      0.13344922     0              2.034456       2.3395794    
     87500   1.8060891      0.12880094     0              1.9303748      2.3189924    
     88000   1.7800955      0.11764501     0              1.8932903      2.2715109    
     88500   1.8046674      0.097827139    0              1.8979829      2.0155407    
     89000   1.7911551      0.11772965     0              1.9044068      2.170801     
     89500   1.7101813      0.069405143    0              1.7753109      1.7589804    
     90000   1.7844506      0.16930179     0              1.9492913      2.6229461    
     90500   1.8716973      0.11913232     0              1.9861504      2.3795852    
     91000   1.924111       0.11405776     0              2.0333584      2.2723509    
     91500   1.7644099      0.16530982     0              1.9253087      2.5839914    
     92000   1.812192       0.11857947     0              1.926241       2.183624     
     92500   1.7641013      0.079950084    0              1.8396411      1.8900157    
     93000   1.7306487      0.070427198    0              1.7967493      1.8461328    
     93500   1.6490108      0.056534497    0              1.7014228      1.5887358    
     94000   1.6618716      0.11551563     0              1.7732326      2.1508954    
     94500   1.6687683      0.098495025    0              1.7630914      2.0546392    
     95000   1.6812763      0.095687341    0              1.7727604      1.8998979    
     95500   1.6699321      0.11931799     0              1.7850752      2.1305433    
     96000   1.7542837      0.10268604     0              1.852584       2.1283851    
     96500   1.6573065      0.10553856     0              1.7587018      2.094811     
     97000   1.6860306      0.074469937    0              1.7562854      1.7981902    
     97500   1.604838       0.088236859    0              1.6890627      1.8951005    
     98000   1.5083038      0.099586423    0              1.6041195      1.8026401    
     98500   1.5957331      0.069432934    0              1.6611767      1.759152     
     99000   1.4833573      0.11914529     0              1.5987942      2.0937017    
     99500   1.5483872      0.094980275    0              1.6394965      1.9655896    
    100000   1.5443713      0.078441388    0              1.6189517      1.7294333    
    100500   1.6577962      0.10214614     0              1.7557979      2.0314379    
    101000   1.6133292      0.06168092     0              1.6709768      1.7337107    
    101500   1.5601233      0.051182211    0              1.6074052      1.5477393    
    102000   1.4467757      0.074087315    0              1.5172461      1.7296847    
    102500   1.3916249      0.069860574    0              1.4580064      1.6737901    
    103000   1.3035361      0.11176748     0              1.4120448      1.9164765    
    103500   1.3956204      0.098357544    0              1.4904889      1.9015409    
    104000   1.4402017      0.059919514    0              1.4965207      1.6306459    
    104500   1.3822216      0.12671923     0              1.5054853      2.1359238    
    105000   1.4224811      0.06921941     0              1.4881443      1.5445395    
    105500   1.40629        0.10207935     0              1.5048536      1.8738116    
    106000   1.4412499      0.080743119    0              1.5183899      1.7307837    
    106500   1.4494515      0.076147541    0              1.5219754      1.6765955    
    107000   1.402036       0.12726269     0              1.5257936      2.1527454    
    107500   1.2325461      0.075822737    0              1.3052875      1.5772464    
    108000   1.2206633      0.11213748     0              1.3297491      1.8488703    
    108500   1.2555541      0.056248427    0              1.3086636      1.4679485    
    109000   1.2478499      0.086994651    0              1.331725       1.6680336    
    109500   1.1990214      0.09352959     0              1.2895534      1.6850389    
    110000   1.2506005      0.077159216    0              1.3246332      1.5806462    
    110500   1.34498        0.073053202    0              1.4146707      1.5492338    
    111000   1.3814201      0.086799793    0              1.4647663      1.7127854    
    111500   1.2858346      0.046293939    0              1.328914       1.3167924    
    112000   1.2212315      0.054358707    0              1.2725371      1.3425101    
    112500   1.1910606      0.068632928    0              1.2567159      1.4969653    
    113000   1.1608564      0.059122924    0              1.2170771      1.3939183    
    113500   1.0817342      0.058149029    0              1.1371789      1.413806     
    114000   1.1360237      0.04686303     0              1.1800467      1.2809711    
    114500   1.0580678      0.064430499    0              1.1198532      1.3584071    
    115000   1.1211356      0.053670626    0              1.1720034      1.2961107    
    115500   1.1331972      0.068647967    0              1.1990122      1.4408715    
    116000   1.1872914      0.062669109    0              1.2469923      1.4239006    
    116500   1.0766305      0.045015023    0              1.1189539      1.1668113    
    117000   1.0206029      0.051317819    0              1.0693692      1.1954998    
    117500   1.0156422      0.038999281    0              1.0521024      1.0655576    
    118000   1.0293835      0.039892843    0              1.0667029      1.0849637    
    118500   1.1409227      0.081751254    0              1.2198216      1.5227679    
    119000   1.0781983      0.046587329    0              1.1220902      1.253972     
    119500   0.99221564     0.0650314      0              1.0547665      1.3294161    
    120000   0.95714446     0.071431604    0              1.0261832      1.3401225    
    120500   0.98812869     0.035750659    0              1.021409       1.1307643    
    121000   0.93341286     0.04951694     0              0.98059627     1.1963961    
    121500   0.89848771     0.047956341    0              0.94419783     1.1362768    
    122000   0.88491554     0.05552058     0              0.93822383     1.1614839    
    122500   0.85211365     0.039450873    0              0.88943423     1.0963076    
    123000   0.87457237     0.04345965     0              0.91584559     1.0989535    
    123500   0.84431493     0.036068852    0              0.878273       1.0526217    
    124000   0.86630856     0.031724607    0              0.89586739     0.89759825   
    124500   0.92352465     0.03000936     0              0.9512252      0.91995872   
    125000   0.82720273     0.051493866    0              0.87662859     1.1751279    
    125500   0.85814739     0.029898599    0              0.88590062     0.95102258   
    126000   0.8073322      0.045769035    0              0.85108291     1.0702159    
    126500   0.8314887      0.038168775    0              0.86757875     1.0041646    
    127000   0.76656104     0.038011164    0              0.80265581     1.0429319    
    127500   0.70002089     0.051376374    0              0.74964721     1.1100902    
    128000   0.69093554     0.040991328    0              0.73019953     0.85851905   
    128500   0.69915414     0.042161683    0              0.73956794     1.0008491    
    129000   0.71978438     0.023363192    0              0.74134811     0.756668     
    129500   0.69133103     0.052896508    0              0.74249921     1.0902885    
    130000   0.71961146     0.037602949    0              0.75541538     0.94145019   
    130500   0.71624275     0.026048499    0              0.74050064     0.8004568    
    131000   0.7123213      0.014996486    0              0.72553699     0.6551014    
    131500   0.63967773     0.024236043    0              0.66231458     0.76903191   
    132000   0.60708343     0.034135644    0              0.63970136     0.86981712   
    132500   0.6015953      0.021648223    0              0.62173954     0.67152898   
    133000   0.55904739     0.027705648    0              0.58535542     0.78237083   
    133500   0.55310143     0.028770569    0              0.58048925     0.78557429   
    134000   0.5433082      0.027674475    0              0.5696244      0.73143934   
    134500   0.51558265     0.025314009    0              0.53960771     0.76821628   
    135000   0.52155012     0.025072322    0              0.54531856     0.73938431   
    135500   0.55839426     0.024840812    0              0.58183908     0.76486592   
    136000   0.5465161      0.030709673    0              0.57585948     0.77295221   
    136500   0.47704445     0.018833234    0              0.49468507     0.55708586   
    137000   0.47664221     0.014027007    0              0.48947761     0.52972593   
    137500   0.45598839     0.017942431    0              0.47279085     0.59811895   
    138000   0.42876575     0.024769254    0              0.45246309     0.65843207   
    138500   0.40038994     0.017185706    0              0.41657467     0.5496307    
    139000   0.41864494     0.010982307    0              0.42858063     0.44808892   
    139500   0.41016359     0.017490357    0              0.42662853     0.52491963   
    140000   0.41175879     0.016292705    0              0.42702209     0.50374243   
    140500   0.3950294      0.01250842     0              0.40655024     0.47907069   
    141000   0.37239629     0.014243154    0              0.38570845     0.49638449   
    141500   0.33478935     0.011130731    0              0.34508311     0.43490384   
    142000   0.32429601     0.013535667    0              0.33702094     0.472745     
    142500   0.32196572     0.0050751162   0              0.32623593     0.29977832   
    143000   0.30747903     0.0094049052   0              0.31611524     0.38286235   
    143500   0.3054108      0.0073680462   0              0.31201532     0.35034757   
    144000   0.28347601     0.0079492558   0              0.29071658     0.32360976   
    144500   0.25701667     0.0090964259   0              0.26547056     0.34332891   
    145000   0.24606361     0.0084081207   0              0.25385657     0.33291819   
    145500   0.23526236     0.0077671201   0              0.24244133     0.31815706   
    146000   0.21340143     0.0072331716   0              0.2201011      0.2937331    
    146500   0.18424698     0.0048673894   0              0.18865375     0.23679795   
    147000   0.18300533     0.0048405065   0              0.18738833     0.23861917   
    147500   0.165035       0.0034494247   0              0.16807184     0.20038679   
    148000   0.15778043     0.0054299433   0              0.16281592     0.25275444   
    148500   0.14905366     0.0038313334   0              0.15251236     0.19263582   
    149000   0.12001897     0.0035205909   0              0.12323951     0.16334763   
    149500   0.11513353     0.0027364091   0              0.1175821      0.15387005   
    150000   0.11345646     0.002311127    0              0.11548395     0.14200951   
Loop time of 2.24798 on 1 procs for 100000 steps with 400 atoms

Performance: 38434497.832 tau/day, 44484.372 timesteps/s, 17.794 Matom-step/s
99.0% CPU use with 1 MPI tasks x 1 OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 0.50025    | 0.50025    | 0.50025    |   0.0 | 22.25
Neigh   | 0.91045    | 0.91045    | 0.91045    |   0.0 | 40.50
Comm    | 0.12863    | 0.12863    | 0.12863    |   0.0 |  5.72
Output  | 0.0089998  | 0.0089998  | 0.0089998  |   0.0 |  0.40
Modify  | 0.52753    | 0.52753    | 0.52753    |   0.0 | 23.47
Other   |            | 0.1721     |            |       |  7.66

Nlocal:            400 ave         400 max         400 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Nghost:             82 ave          82 max          82 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Neighs:            384 ave         384 max         384 min
Histogram: 1 0 0 0 0 0 0 0 0 0

Total # of neighbors = 384
Ave neighs/atom = 0.96
Neighbor list builds = 24753
Dangerous builds = 0
Total wall time: 0:00:03
